0.90688896;0.13263926;-5.49270248
-0.01431680;0.15915152;-5.49270248
-1.47087491;0.22544102;-5.49270248
-1.35835743;0.46180943;-5.49270248
0.47499299;0.13312708;-5.49270248
-1.82343197;0.70383137;-5.49270248
-1.96170413;0.30591235;-5.49270248
-2.15931940;0.32585210;-5.49270248
-1.77811933;0.32907560;-5.49270248
-1.13731384;0.57530814;-5.49270248
-2.15796232;0.41602775;-5.49270248
0.54303932;0.01795808;-5.49270248
-3.00766706;0.73810953;-5.49270248
1.70608521;0.14639890;-5.49270248
-2.68775868;0.54410750;-5.49270248
-1.97518110;0.55122250;-5.49270248
-2.96449566;0.59575802;-5.49270248
-2.04216266;0.46534023;-5.49270248
0.42217207;0.13747591;-5.49270248
-3.07364273;0.22146487;-5.49270248
-2.92931986;0.48968926;-5.49270248
-3.33087683;0.86322606;-5.49270248
-2.02252769;0.77066463;-5.49270248
-2.93359423;0.41218495;-5.49270248
-0.67371893;0.05067155;-5.49270248
0.04640079;0.33993950;-5.49270248
-0.46024609;0.21951176;-5.49270248
1.10481882;0.16696620;-5.49270248
-0.31640840;0.40929836;-5.49270248
-3.23011947;0.59147739;-5.49270248
-2.36979389;0.01801529;-5.49270248
1.92568731;0.00674876;-5.49270248
-0.70450354;0.47523454;-5.49270248
-3.12300706;0.57934678;-5.49270248
-2.60027814;0.63319761;-5.49270248
-1.25880051;0.26138163;-5.49270248
-0.31271720;0.36531562;-5.49270248
0.11085963;0.09858274;-5.49270248
-3.17231345;0.61835551;-5.49270248
1.61828613;0.06370857;-5.49270248
-2.06510210;0.78007513;-5.49270248
-3.37283778;0.67933708;-5.49270248
-1.72167897;0.35030478;-5.49270248
-0.59289575;0.33312032;-5.49270248
-1.97344065;0.04941191;-5.49270248
-1.57978249;0.70294386;-5.49270248
-0.66851926;0.37281007;-5.49270248
-0.43175983;0.34728229;-5.49270248
2.51134443;0.11497618;-5.49270248
-2.98349094;0.71489376;-5.49270248
0.05307245;0.10269104;-5.49270248
-1.81593907;0.71644092;-5.49270248
2.08886957;0.03352195;-5.49270248
-2.90183139;0.28218251;-5.49270248
-2.15152955;0.30492610;-5.49270248
-1.95385802;0.44201612;-5.49270248
-1.45406568;0.10180278;-5.49270248
-3.45020413;0.13316208;-5.49270248
-2.12819338;0.49770558;-5.49270248
-2.50257397;0.12685153;-5.49270248
-2.79251146;0.30740699;-5.49270248
0.90315819;0.02957971;-5.49270248
0.34137917;0.00545017;-5.49270248
-0.54246449;0.24631253;-5.49270248
-1.55935323;0.56363857;-5.49270248
-1.91607976;0.08662967;-5.49270248
0.56469774;0.00874074;-5.49270248
-0.91492271;0.12899983;-5.49270248
0.87330866;0.16266048;-5.49270248
-2.49857163;0.17898102;-5.49270248
-0.43819571;0.10893324;-5.49270248
-2.86839914;0.03387795;-5.49270248
-2.82850623;0.45361471;-5.49270248
-1.31994200;0.69324517;-5.49270248
-1.13110709;0.12985587;-5.49270248
-3.17062473;0.40745294;-5.49270248
-2.51783800;0.15394664;-5.49270248
-0.21468067;0.18965311;-5.49270248
0.06978512;0.21334834;-5.49270248
-1.00533390;0.49835053;-5.49270248
-1.95535600;0.41939858;-5.49270248
-2.01851082;0.59759218;-5.49270248
-0.46679473;0.32396686;-5.49270248
-1.32748151;0.66035581;-5.49270248
-0.12719893;0.40615010;-5.49270248
-2.74816823;0.08583258;-5.49270248
-2.49092293;0.45003432;-5.49270248
0.53538656;0.38307568;-5.49270248
2.11699724;0.06365806;-5.49270248
-1.34134150;0.19661871;-5.49270248
-1.86383164;0.12163259;-5.49270248
-2.60036850;0.60538173;-5.49270248
-1.47425199;0.44968936;-5.49270248
-2.88613510;0.50131297;-5.49270248
1.79007101;0.09529076;-5.49270248
-3.28075218;0.12197751;-5.49270248
-0.62930751;0.14026402;-5.49270248
-0.29066110;0.52223283;-5.49270248
-3.04600406;0.47692549;-5.49270248
-2.09303713;0.56648183;-5.49270248
0.11500597;0.42589518;-5.49270248
-3.26917720;0.55142587;-5.49270248
-2.37586713;0.08474424;-5.49270248
-3.32884502;0.00945855;-5.49270248
-1.51879430;0.29089463;-5.49270248
-0.90000248;0.13406183;-5.49270248
-3.07458258;0.65399677;-5.49270248
-2.74109268;0.40656313;-5.49270248
0.89667845;0.31783313;-5.49270248
0.74031067;0.17415696;-5.49270248
-2.51085997;0.63997936;-5.49270248
-2.68562841;0.24881370;-5.49270248
0.95299578;0.20445837;-5.49270248
0.26196527;0.43716723;-5.49270248
-1.16309428;0.40935311;-5.49270248
0.29501820;0.29106122;-5.49270248
0.59372425;0.40303755;-5.49270248
-0.15070319;0.48112449;-5.49270248
-1.09390092;0.65654880;-5.49270248
-1.68246317;0.65389490;-5.49270248
-0.99063754;0.24132177;-5.49270248
-1.93035150;0.24157417;-5.49270248
-1.69094443;0.13694942;-5.49270248
-3.27221346;0.38488263;-5.49270248
-1.81980264;0.22156686;-5.49270248
-0.27071786;0.37812299;-5.49270248
-2.35110283;0.39927387;-5.49270248
-0.33109832;0.26405990;-5.49270248
-0.38182163;0.36557463;-5.49270248
-2.26674652;0.19645292;-5.49270248
-1.17422557;0.23124853;-5.49270248
-3.36832666;0.34368742;-5.49270248
-1.41495872;0.09754491;-5.49270248
-2.79673052;0.62383646;-5.49270248
-1.96621788;0.35019580;-5.49270248
0.02228713;0.34652546;-5.49270248
2.57797003;0.11144339;-5.49270248
-3.02411222;0.48182192;-5.49270248
-2.46198010;0.77498674;-5.49270248
-1.92580223;0.03022172;-5.49270248
-2.22459936;0.02750248;-5.49270248
-1.60673213;0.06729785;-5.49270248
0.43703818;0.44026512;-5.49270248
-3.17945051;0.92018783;-5.49270248
1.09337807;0.14297414;-5.49270248
-1.51057088;0.23256806;-5.49270248
0.09909987;0.20203254;-5.49270248
-2.97747111;0.09962589;-5.49270248
-1.61339760;0.64683169;-5.49270248
-2.48461366;0.00913492;-5.49270248
-2.89296103;0.24664403;-5.49270248
-3.33897614;0.37898409;-5.49270248
-0.27578545;0.52266240;-5.49270248
-1.82109940;0.73563647;-5.49270248
-1.39073348;0.39650169;-5.49270248
-0.93150926;0.63520271;-5.49270248
-1.21497416;0.10634786;-5.49270248
0.86635017;0.03959403;-5.49270248
-0.74160457;0.04963117;-5.49270248
1.04461765;0.22810733;-5.49270248
0.02320600;0.13388991;-5.49270248
-1.69174469;0.53715771;-5.49270248
-2.78212690;0.62547302;-5.49270248
2.46524382;0.11757573;-5.49270248
-2.72125244;0.85964555;-5.49270248
-0.23385406;0.38309893;-5.49270248
1.05996180;0.26897708;-5.49270248
-0.58425236;0.51717448;-5.49270248
-0.89809012;0.18886150;-5.49270248
-1.48376203;0.42772225;-5.49270248
1.85151386;0.13598102;-5.49270248
-3.42598820;0.04564977;-5.49270248
-2.10550284;0.02497710;-5.49270248
-1.48346615;0.70678055;-5.49270248
-0.67154479;0.05724289;-5.49270248
-3.38635135;0.28413785;-5.49270248
-3.38306999;0.95748693;-5.49270248
-0.77780676;0.06034200;-5.49270248
-2.84712076;0.90981871;-5.49270248
-1.11468053;0.63901800;-5.49270248
-2.93449855;0.36640310;-5.49270248
-3.34701228;0.80909020;-5.49270248
-3.14720559;0.91271710;-5.49270248
-0.30050206;0.03190823;-5.49270248
-1.72645342;0.56835723;-5.49270248
-1.76356244;0.54257137;-5.49270248
0.11456752;0.44071057;-5.49270248
-3.28967643;0.89623946;-5.49270248
1.60902452;0.18083879;-5.49270248
-2.34608245;0.75976944;-5.49270248
0.72325230;0.13602933;-5.49270248
-1.67447352;0.15645088;-5.49270248
1.05726194;0.35328290;-5.49270248
-0.67807961;0.16114965;-5.49270248
-3.10754395;0.65459877;-5.49270248
-1.98852277;0.50344783;-5.49270248
